ISIN Code,Lowest Accepted Yield,Average Yield,Highest Accepted Yield,Average Rate of Discount (%),Average Price per £100 Nominal (£),Tail (In Yield Terms),Amount Tendered For (£),Amount On Offer (£),Bid to Cover Ratio,Amount Allocated (£),Maturity (Months),Maturity Date,Highest Yield % Filled,Date
GB00B7P1M998,0.32,0.350235,0.361,0.34962400000000005,99.825666725639,0.010765,3223050000,1000000000,3.22,1000000000.0,6,2013-11-11,41.9,2013-05-10
GB00B7NYHM84,0.33,0.35371699999999995,0.36,0.353094,99.823936573866,0.0062829999999999995,3762850000,1000000000,3.76,999988100.0,6,2013-11-18,40.91,2013-05-17
GB00B7NWZV75,0.28,0.307555,0.32299999999999995,0.307319,99.923380654365,0.015444999999999997,2420650000,500000000,4.84,500000000.0,3,2013-08-19,65.7,2013-05-17
GB00B7NVTZ62,0.26899999999999996,0.282058,0.285,0.281997,99.978367354699,0.002942,2618900000,500000000,5.24,500000000.0,1,2013-06-17,43.90206,2013-05-17
GB00B7NXF986,0.268,0.281562,0.294,0.281503,99.979176463128,0.012438,2830800000,1000000000,2.83,1000000000.0,1,2013-06-24,70.0,2013-05-24
GB00B7NYHG25,0.27,0.29490700000000003,0.33,0.29469,99.92652926027999,0.035093,1838850000,500000000,3.68,500000000.0,3,2013-08-27,80.75,2013-05-24
GB00B7P1VD62,0.33899999999999997,0.35818,0.365,0.357545,99.822696894881,0.0068200000000000005,2703900000,1000000000,2.7,999994360.0,6,2013-11-25,83.93,2013-05-24
GB00B7P0YV27,0.28,0.29847,0.33899999999999997,0.298402,99.977108912452,0.04053,2550800000,1000000000,2.55,1000000000.0,1,2013-07-01,96.8,2013-05-31
GB00B7NYMQ75,0.28,0.309223,0.32799999999999996,0.308985,99.922965435567,0.018777,2015050000,500000000,4.03,500000000.0,3,2013-09-02,41.0,2013-05-31
GB00B7P1YZ97,0.33,0.352016,0.36200000000000004,0.35139899999999996,99.82478176688,0.009984,3785400000,1000000000,3.79,999990000.0,6,2013-12-02,76.6,2013-05-31
GB00B7NXJZ21,0.28,0.33664900000000003,0.39,0.336562,99.974181538884,0.053350999999999996,2419000000,1000000000,2.42,1000000000.0,1,2013-07-08,20.66666,2013-06-07
GB00B7P0L885,0.265,0.27158000000000004,0.3,0.271396,99.93233682774701,0.02842,2054450000,500000000,4.11,499999520.0,3,2013-09-09,3.52,2013-06-07
GB00B7P20Z41,0.34,0.356759,0.36200000000000004,0.356125,99.82242510034901,0.005241,3251950000,1000000000,3.25,999996000.0,6,2013-12-09,99.36,2013-06-07
GB00B7NWCB68,0.29,0.335834,0.355,0.33574800000000005,99.974244027191,0.019166,3897700000,1000000000,3.9,1000000000.0,1,2013-07-15,72.4,2013-06-14
GB00B7NXF549,0.27,0.308288,0.349,0.308051,99.92319818668699,0.040712,1759450000,500000000,3.52,500000000.0,3,2013-09-16,0.6,2013-06-14
GB00B7P0W189,0.33,0.352061,0.36,0.351444,99.824759407093,0.007939,3803100000,1000000000,3.8,999987000.0,6,2013-12-16,91.9,2013-06-14
GB00B7NXS559,0.284,0.322259,0.355,0.322179,99.97528487153,0.032741,1705600000,500000000,3.41,500000000.0,1,2013-07-22,83.2,2013-06-21
GB00B7P0VG60,0.28,0.31836200000000003,0.36,0.31811,99.920690506049,0.041638,1362200000,500000000,2.72,499998000.0,3,2013-09-23,6.6,2013-06-21
GB00B7P27G47,0.33,0.35293100000000005,0.368,0.352311,99.82432711983,0.015068999999999999,3769350000,1000000000,3.77,1000000000.0,6,2013-12-23,92.65,2013-06-21
GB00B7NXY680,0.28,0.319283,0.33,0.319205,99.975513055108,0.010717,2257500000,500000000,4.52,499991300.0,1,2013-07-29,7.26,2013-06-28
GB00B7P0YW34,0.318,0.329162,0.355,0.328892,99.918002244921,0.025838,1319200000,500000000,2.64,499999000.0,3,2013-09-30,72.57,2013-06-28
GB00B7P2B171,0.34,0.388241,0.44,0.387491,99.806785378589,0.051759000000000006,1379450000,1000000000,1.38,1000000000.0,6,2013-12-30,31.775,2013-06-28
GB00B7P2D441,0.34,0.357686,0.3670000000000001,0.357049,99.82196451248899,0.009314,4397800000,1000000000,4.4,1000000000.0,6,2014-01-06,56.0,2013-07-05
GB00B7P11H02,0.29,0.324612,0.335,0.32435,99.919134781744,0.010388,2044800000,500000000,4.09,499990040.0,3,2013-10-07,37.86,2013-07-05
GB00B7NY2564,0.29,0.311823,0.318,0.311748,99.976085052122,0.006177,2110100000,500000000,4.22,500000000.0,1,2013-08-05,66.81967,2013-07-05
GB00B7NY7B77,0.29,0.303804,0.314,0.30373300000000003,99.97669991787599,0.010196,2421800000,500000000,4.84,499992940.0,1,2013-08-12,8.49,2013-07-12
GB00B7P14710,0.3,0.31647400000000003,0.324,0.316224,99.92116046877399,0.0075260000000000014,2346150000,500000000,4.69,499979710.0,3,2013-10-14,39.61,2013-07-12
GB00B7P2HS62,0.32,0.354493,0.364,0.353868,99.823550999679,0.009507,3633250000,1000000000,3.63,1000000000.0,6,2014-01-13,74.6,2013-07-12
GB00B7NWZV75,0.28800000000000003,0.297989,0.305,0.297921,99.977145794205,0.007011,1814000000,500000000,3.63,499996490.0,1,2013-08-19,67.33,2013-07-19
GB00B7NXY573,0.29,0.30947199999999997,0.314,0.30923300000000004,99.92290345176201,0.004528,2340000000,500000000,4.68,500000000.0,3,2013-10-21,54.15,2013-07-19
GB00B7P17N81,0.315,0.346073,0.348,0.345477,99.827734837549,0.001927,4485250000,1000000000,4.49,999994500.0,6,2014-01-20,84.89,2013-07-19
GB00B7NYHG25,0.27,0.285679,0.29,0.285614,99.977307367164,0.004321,2114050000,500000000,4.23,499973280.0,1,2013-08-27,67.24,2013-07-26
GB00B7P1CM23,0.285,0.299939,0.305,0.299715,99.925276565343,0.0050609999999999995,2027350000,500000000,4.05,499999000.0,3,2013-10-28,99.34,2013-07-26
GB00B7P2RB93,0.31,0.332901,0.344,0.332349,99.834280613787,0.011099,4812500000,1000000000,4.81,999994000.0,6,2014-01-27,96.8,2013-07-26
GB00B7NYMQ75,0.25,0.278143,0.294,0.278084,99.97866755444299,0.015857,2182450000,500000000,4.36,499995960.0,1,2013-09-02,28.97,2013-08-02
GB00B7P1GT71,0.285,0.300799,0.304,0.30057399999999995,99.92506247515301,0.003201,2456150000,500000000,4.91,499992500.0,3,2013-11-04,47.57,2013-08-02
GB00B7P2TQ86,0.3,0.330892,0.33799999999999997,0.330347,99.835279054287,0.007108,5524500000,1000000000,5.52,999930000.0,6,2014-02-03,52.96,2013-08-02
GB00B7P0L885,0.25,0.272377,0.289,0.27232,99.97910969099001,0.016623000000000002,2166750000,500000000,4.33,499996800.0,1,2013-09-09,45.8,2013-08-09
GB00B7P1M998,0.28,0.288771,0.295,0.288563,99.92805683381201,0.006229,1873100000,500000000,3.75,499986120.0,3,2013-11-11,93.31,2013-08-09
GB00B7P2X225,0.3,0.32267,0.331,0.32215200000000005,99.839365463402,0.008329999999999999,4785750000,1000000000,4.79,1000000000.0,6,2014-02-10,30.3409,2013-08-09
GB00B7NXF549,0.26,0.269766,0.27699999999999997,0.26971,99.979309903605,0.007234000000000002,1639900000,500000000,3.28,500000000.0,1,2013-09-16,27.0,2013-08-16
GB00B7NYHM84,0.275,0.28478000000000003,0.29,0.284578,99.92905042895201,0.005220000000000001,2517650000,500000000,5.04,499989040.0,3,2013-11-18,87.78,2013-08-16
GB00B7P1VF86,0.309,0.32256700000000005,0.32799999999999996,0.32204900000000003,99.83941665746401,0.005433,4579600000,1000000000,4.58,999970000.0,6,2014-02-17,43.94,2013-08-16
GB00B7P0VG60,0.24,0.263538,0.285,0.263487,99.98050920787,0.021462,1506350000,500000000,3.01,499997500.0,1,2013-09-23,35.0,2013-08-23
GB00B7P1VD62,0.25,0.275371,0.285,0.27518400000000004,99.932146373778,0.009629,1911750000,500000000,3.82,499987500.0,3,2013-11-25,0.25,2013-08-23
GB00B7P34T92,0.31,0.324281,0.32799999999999996,0.32376,99.839450338085,0.003719,3407400000,1000000000,3.41,1000000000.0,6,2014-02-24,48.01,2013-08-23
GB00B7P0YW34,0.247,0.268697,0.27899999999999997,0.268642,99.979391875221,0.010303,4271250000,1000000000,4.27,999992920.0,1,2013-09-30,47.31,2013-08-30
GB00B7P1YZ97,0.25,0.270484,0.28,0.270302,99.93260970815399,0.009516,2305800000,500000000,4.61,499999600.0,3,2013-12-02,65.86,2013-08-30
GB00B7P38J74,0.3,0.32246,0.332,0.321942,99.83946983970199,0.00954,3190400000,1000000000,3.19,1000000000.0,6,2014-03-03,6.5,2013-08-30
GB00B7P11H02,0.26,0.268064,0.26899999999999996,0.268009,99.979440414137,0.000936,3765500000,1000000000,3.77,999983500.0,1,2013-10-07,83.41,2013-09-06
GB00B7P20Z41,0.235,0.24395,0.275,0.243802,99.939216557781,0.03105,2298000000,500000000,4.6,499999375.0,3,2013-12-09,41.85,2013-09-06
GB00B7P3B542,0.3,0.33298900000000003,0.35100000000000003,0.332437,99.834236879667,0.018011000000000003,3145250000,1000000000,3.15,1000000000.0,6,2014-03-10,59.0,2013-09-06
GB00B7P14710,0.25,0.262448,0.272,0.262395,99.97987105530001,0.009552,2769500000,1000000000,2.77,1000000000.0,1,2013-10-14,35.5,2013-09-13
GB00B7P0W189,0.24,0.257473,0.28,0.257308,99.935849280935,0.022527,1913650000,500000000,3.83,499993500.0,3,2013-12-16,25.11,2013-09-13
GB00B7P27P38,0.31,0.332127,0.354,0.33157800000000004,99.83466527690099,0.021873,3355800000,1000000000,3.36,1000000000.0,6,2014-03-17,88.4,2013-09-13
GB00B7NXY573,0.24,0.25698200000000004,0.258,0.256931,99.98029019785801,0.001018,3629300000,1000000000,3.63,1000000000.0,1,2013-10-21,80.23,2013-09-20
GB00B7P27G47,0.24,0.304834,0.37,0.304603,99.924058006106,0.065166,1898400000,500000000,3.8,500000000.0,3,2013-12-23,53.2,2013-09-20
GB00B7P3JQ12,0.319,0.354174,0.375,0.35355,99.82370950211,0.020826,3242950000,1000000000,3.24,1000000000.0,6,2014-03-24,54.82,2013-09-20
GB00B7P1CM23,0.24,0.27686700000000003,0.36,0.276808,99.97876539771299,0.083133,1567400000,500000000,3.13,500000000.0,1,2013-10-28,7.6,2013-09-27
GB00B7P2B171,0.27,0.35075,0.379,0.35044400000000003,99.912629143148,0.02825,2482450000,500000000,4.96,499996000.0,3,2013-12-30,66.6,2013-09-27
GB00B7P3MV77,0.335,0.365319,0.38799999999999996,0.364655,99.81817215289,0.022681,3259200000,1000000000,3.26,1000000000.0,6,2014-03-31,94.6,2013-09-27
GB00B7P3PZ21,0.33,0.354512,0.359,0.35388600000000003,99.823541559111,0.004488000000000001,4045100000,1000000000,4.05,999937090.0,6,2014-04-07,82.21,2013-10-04
GB00B7P2D441,0.28,0.323396,0.34,0.32313499999999995,99.919437459669,0.016604,2755600000,500000000,5.51,499985000.0,3,2014-01-06,63.42,2013-10-04
GB00B7P1GT71,0.25,0.277336,0.315,0.277277,99.978729434922,0.037664,1464150000,500000000,2.93,500000000.0,1,2013-11-04,75.4,2013-10-04
GB00B7P1M998,0.25,0.265086,0.275,0.265032,99.979668770047,0.009914,2057150000,500000000,4.11,499995400.0,1,2013-11-11,97.54,2013-10-11
GB00B7P2HS62,0.3,0.30642800000000003,0.324,0.306194,99.923661202833,0.017572,2579600000,500000000,5.16,499992560.0,3,2014-01-13,58.89,2013-10-11
GB00B7P3SB91,0.34,0.352978,0.358,0.35235799999999995,99.824303766486,0.0050219999999999996,3615100000,1000000000,3.62,999992950.0,6,2014-04-14,55.35,2013-10-11
GB00B7NYHM84,0.249,0.252848,0.258,0.252799,99.98060720263099,0.005152,2089150000,500000000,4.18,500000000.0,1,2013-11-18,42.51612,2013-10-18
GB00B7P17N81,0.28,0.304643,0.34,0.304412,99.924105553009,0.035357,1884050000,500000000,3.77,500000000.0,3,2014-01-20,19.0,2013-10-18
GB00B7P2N994,0.33,0.345285,0.349,0.344688,99.827183678677,0.003715,3792000000,1000000000,3.79,1000000000.0,6,2014-04-22,72.1,2013-10-18
GB00B7P1VD62,0.245,0.255726,0.267,0.255676,99.980386510658,0.011274,1552400000,500000000,3.1,500000000.0,1,2013-11-25,2.521,2013-10-25
GB00B7P2RB93,0.28,0.318624,0.336,0.318371,99.920625289113,0.017376,1606900000,500000000,3.21,500000000.0,3,2014-01-27,10.2,2013-10-25
GB00B7P40R21,0.3,0.33970799999999995,0.35,0.33913400000000005,99.83089779336399,0.010292,2728000000,1000000000,2.73,999996600.0,6,2014-04-28,99.63,2013-10-25
GB00B7P43Q29,0.315,0.34205399999999997,0.368,0.341468,99.828798036655,0.025945999999999997,2754100000,1000000000,2.75,1000000000.0,6,2014-05-06,0.36,2013-11-01
GB00B7P2TQ86,0.28,0.31772399999999995,0.337,0.317473,99.92084931711099,0.019276,2128000000,500000000,4.26,500000000.0,3,2014-02-03,70.0,2013-11-01
GB00B7P1YZ97,0.23,0.259465,0.28,0.259413,99.980099796586,0.020535,1922250000,500000000,3.84,500000000.0,1,2013-12-02,91.3,2013-11-01
GB00B7P20Z41,0.24,0.26271300000000003,0.28,0.26266,99.97985073472,0.017287,1756200000,500000000,3.51,499998000.0,1,2013-12-09,54.36,2013-11-08
GB00B7P2X225,0.27,0.29199,0.315,0.29177800000000004,99.92725544937001,0.023010000000000003,2487500000,500000000,4.98,499997020.0,3,2014-02-10,67.39,2013-11-08
GB00B7P46308,0.32,0.36112,0.374,0.360471,99.820258337323,0.012880000000000004,2340700000,1000000000,2.34,1000000000.0,6,2014-05-12,9.3,2013-11-08
GB00B7P0W189,0.22,0.275328,0.32,0.27527,99.978883407992,0.044672,1444800000,500000000,2.89,500000000.0,1,2013-12-16,10.4,2013-11-15
GB00B7P1VF86,0.259,0.289078,0.314,0.28887,99.927980404235,0.024922,2054050000,500000000,4.11,500000000.0,3,2014-02-17,50.95,2013-11-15
GB00B7P34C26,0.32,0.355574,0.38,0.35494499999999995,99.823013883901,0.024426,2458750000,1000000000,2.46,999995800.0,6,2014-05-19,66.58,2013-11-15
GB00B7P27G47,0.25,0.267596,0.26899999999999996,0.26754100000000003,99.97947630075899,0.0014039999999999999,1991000000,500000000,3.98,500000000.0,1,2013-12-23,92.4,2013-11-22
GB00B7P34T92,0.26,0.277294,0.31,0.277102,99.930914188887,0.032706,1864350000,500000000,3.73,499997000.0,3,2014-02-24,63.65,2013-11-22
GB00B7P4FJ97,0.33,0.367064,0.39,0.3663900000000001,99.816303238621,0.022936,2585650000,1000000000,2.59,999988000.0,6,2014-05-27,76.79,2013-11-22
GB00B7P4JT75,0.34,0.377291,0.38799999999999996,0.376583,99.812224596343,0.010709,2796300000,1000000000,2.8,999995000.0,6,2014-06-02,92.66,2013-11-29
GB00B7P38J74,0.26,0.288375,0.307,0.288168,99.92815542067,0.018625,1642850000,500000000,3.29,500000000.0,3,2014-03-03,42.5,2013-11-29
GB00B7P2B171,0.26,0.277818,0.304,0.27775900000000003,99.97869247532101,0.026182,1922150000,500000000,3.84,500000000.0,1,2013-12-30,41.79331,2013-11-29
GB00B7P2D441,0.25,0.268849,0.275,0.26879400000000003,99.979380219754,0.006151,2625800000,500000000,5.25,499981400.0,1,2014-01-06,38.98,2013-12-06
GB00B7P3B542,0.25,0.250772,0.262,0.25061500000000003,99.93751782627301,0.011228,2363700000,500000000,4.73,500000000.0,3,2014-03-10,37.03703,2013-12-06
GB00B7P4LX59,0.34,0.371281,0.385,0.370595,99.81521020895399,0.013719,2856500000,1000000000,2.86,999999200.0,6,2014-06-09,44.94,2013-12-06
GB00B7P2HS62,0.225,0.238034,0.25,0.23799099999999998,99.98174319125401,0.011966,2226500000,500000000,4.45,499993300.0,1,2014-01-13,23.98,2013-12-13
GB00B7P27P38,0.23,0.256238,0.3,0.25607399999999997,99.93615679107201,0.043762,1489900000,500000000,2.98,499999000.0,3,2014-03-17,0.33,2013-12-13
GB00B7P3JR29,0.32,0.370965,0.38,0.37028,99.815367194526,0.009035,2987600000,1000000000,2.99,999976000.0,6,2014-06-16,10.66,2013-12-13
GB00B7P17N81,0.19899999999999998,0.229385,0.237,0.229345,99.982406438345,0.007615,2110250000,500000000,4.22,500000000.0,1,2014-01-20,25.05338,2013-12-20
GB00B7P3JQ12,0.22,0.257126,0.3,0.256961,99.93593568237699,0.042874,1299200000,500000000,2.6,500000000.0,3,2014-03-24,8.0,2013-12-20
GB00B7P4VP73,0.348,0.366123,0.37,0.365456,99.81777271242301,0.0038770000000000002,3042650000,1000000000,3.04,999994620.0,6,2014-06-23,15.42,2013-12-20
GB00B7P4Z226,0.34,0.377069,0.39,0.376361,99.812334877026,0.012931,4249500000,1500000000,2.83,1500000000.0,6,2014-07-07,46.0,2014-01-03
GB00B7P3PZ21,0.23,0.287015,0.305,0.28681,99.928494003281,0.017985,2419350000,1000000000,2.42,999999450.0,3,2014-04-07,88.86,2014-01-03
GB00B7P2TQ86,0.20800000000000002,0.226671,0.235,0.2266320000000001,99.98261456278699,0.008329000000000001,2318500000,500000000,4.64,500000000.0,1,2014-02-03,67.5,2014-01-03
GB00B7P2X225,0.218,0.225775,0.235,0.225736,99.982683273183,0.009225,1897150000,500000000,3.79,500000000.0,1,2014-02-10,16.0,2014-01-10
GB00B7P3SB91,0.23,0.28253,0.32,0.282331,99.929610595282,0.037469999999999996,2564750000,1000000000,2.56,999990000.0,3,2014-04-14,37.7,2014-01-10
GB00B7P51Y93,0.36,0.37964,0.387,0.378923,99.811057722423,0.0073599999999999985,4850250000,1500000000,3.23,1500000000.0,6,2014-07-14,94.2,2014-01-10
GB00B7P1VF86,0.21,0.25067900000000004,0.311,0.250631,99.98077352742001,0.060321000000000013,1108500000,500000000,2.22,500000000.0,1,2014-02-17,83.0,2014-01-17
GB00B7P2N994,0.25,0.316261,0.38,0.31600900000000004,99.92034839299,0.063739,1909200000,1000000000,1.91,999990500.0,3,2014-04-22,43.61,2014-01-17
GB00B7P40S38,0.36,0.379628,0.38799999999999996,0.378911,99.811063683396,0.008372000000000001,4108100000,1500000000,2.74,1499996000.0,6,2014-07-21,57.37,2014-01-17
GB00B7P34T92,0.23,0.263988,0.3,0.263935,99.979752966008,0.036012,1629900000,500000000,3.26,499995005.0,1,2014-02-24,97.17,2014-01-24
GB00B7P40R21,0.25,0.36044,0.428,0.360116,99.91021755802,0.06756000000000001,2146250000,1000000000,2.15,1000000000.0,3,2014-04-28,35.83333,2014-01-24
GB00B7P5BR25,0.369,0.387861,0.401,0.387112,99.806974126902,0.013138999999999998,3280150000,1500000000,2.19,1500000000.0,6,2014-07-28,26.56666,2014-01-24
GB00BDNGDM88,0.35,0.390683,0.405,0.389923,99.805572439364,0.014316999999999996,4053550000,1500000000,2.7,1500000000.0,6,2014-08-04,22.95,2014-01-31
GB00B7P43Q29,0.28,0.360385,0.38,0.360058,99.909245671175,0.019615,3857500000,1000000000,3.86,999987700.0,3,2014-05-06,92.09,2014-01-31
GB00B7P38J74,0.25,0.284587,0.349,0.28452500000000003,99.97817343352399,0.064413,1877600000,500000000,3.76,500000000.0,1,2014-03-03,53.6,2014-01-31
GB00B7P3B542,0.25,0.30279,0.35700000000000004,0.30272,99.97677766799299,0.05421,1727950000,500000000,3.46,500000000.0,1,2014-03-10,76.2,2014-02-07
GB00B7P46308,0.28,0.354371,0.379,0.354058,99.911727958239,0.024628999999999998,3465900000,1000000000,3.47,999988000.0,3,2014-05-12,77.6,2014-02-07
GB00BDNGHB53,0.34,0.391057,0.40299999999999997,0.390296,99.80538667649999,0.011943,4206750000,1500000000,2.8,1500000000.0,6,2014-08-11,93.82022,2014-02-07
GB00B7P27P38,0.27,0.32925400000000005,0.37,0.329171,99.974748536879,0.040746,1607450000,500000000,3.21,499996000.0,1,2014-03-17,39.9,2014-02-14
GB00B7P34C26,0.31,0.356838,0.377,0.356521,99.911113987112,0.020162,3303850000,1000000000,3.3,1000000000.0,3,2014-05-19,56.3,2014-02-14
GB00B7P4FK03,0.379,0.396128,0.405,0.395347,99.802868018864,0.008872,3884150000,1500000000,2.59,1499997500.0,6,2014-08-18,81.13,2014-02-14
GB00B7P3JQ12,0.27,0.334174,0.375,0.334088,99.974371304231,0.040826,1356500000,500000000,2.71,500000000.0,1,2014-03-24,7.22222,2014-02-21
GB00B7P4FJ97,0.32,0.362714,0.389,0.362383,99.908659704033,0.026286,2686650000,1000000000,2.69,999990000.0,3,2014-05-27,40.2,2014-02-21
GB00BDNGR608,0.39,0.401645,0.409,0.400838,99.79903199606301,0.007354999999999999,3788550000,1500000000,2.53,1500000000.0,6,2014-08-26,29.16,2014-02-21
GB00BDNGVQ82,0.37,0.403867,0.42,0.403055,99.799024467511,0.016133,3334700000,1500000000,2.22,1499987000.0,6,2014-09-01,3.11,2014-02-28
GB00B7P4JT75,0.34,0.377132,0.39899999999999997,0.376778,99.906063632968,0.021868,3663200000,1500000000,2.44,1500000000.0,3,2014-06-02,71.0,2014-02-28
GB00B7P3MV77,0.3,0.367569,0.39899999999999997,0.367465,99.97181087453698,0.031431,3535400000,1000000000,3.54,1000000000.0,1,2014-03-31,83.2,2014-02-28
GB00B7P3PZ21,0.29,0.393578,0.42,0.393459,99.969816828058,0.026422000000000005,4410300000,2000000000,2.21,1999952000.0,1,2014-04-07,8.08,2014-03-07
GB00B7P4LX59,0.3,0.363186,0.395,0.362857,99.90953417229996,0.031814,3959900000,1500000000,2.64,1500000000.0,3,2014-06-09,98.05,2014-03-07
GB00BDNGYZ88,0.37,0.409168,0.42,0.408335,99.796391912448,0.010832,4312200000,1500000000,2.87,1499961000.0,6,2014-09-08,69.34,2014-03-07
GB00B7P3SB91,0.35,0.364505,0.365,0.36440300000000003,99.972045789167,0.000495,6609600000,2000000000,3.3,2000000000.0,1,2014-04-14,96.7,2014-03-14
GB00B7P3JR29,0.34,0.3791040000000001,0.385,0.378746,99.90557290930401,0.005896,6170450000,2000000000,3.09,1999822500.0,3,2014-06-16,75.95,2014-03-14
GB00B7P4VQ80,0.38,0.39403,0.395,0.393257,99.80391003533899,0.0009699999999999999,4845000000,1500000000,3.23,1500000000.0,6,2014-09-15,93.53333,2014-03-14
GB00B7P2N994,0.34,0.381211,0.41700000000000004,0.381096,99.96972117359002,0.035789,3690950000,2000000000,1.85,2000000000.0,1,2014-04-22,68.1,2014-03-21
GB00B7P4VP73,0.33,0.390464,0.418,0.39008400000000004,99.90274611635,0.027536,3894400000,2000000000,1.95,2000000000.0,3,2014-06-23,88.1,2014-03-21
GB00BDNH7521,0.37,0.400866,0.41700000000000004,0.400066,99.800514870102,0.016134,3259150000,1500000000,2.17,1500000000.0,6,2014-09-22,9.4,2014-03-21
GB00BDNHBY93,0.375,0.422876,0.48700000000000004,0.42198599999999997,99.789584960646,0.064124,2554250000,1500000000,1.7,1500000000.0,6,2014-09-29,47.875,2014-03-28
GB00BDNHBZ01,0.37,0.42145699999999997,0.47700000000000004,0.421015,99.895034712065,0.055542999999999995,3010300000,2000000000,1.51,2000000000.0,3,2014-06-30,69.85,2014-03-28
GB00B7P40R21,0.34,0.407344,0.457,0.407217,99.96876145466801,0.049656000000000006,3234200000,2000000000,1.62,2000000000.0,1,2014-04-28,7.9,2014-03-28
GB00B7P43Q29,0.35,0.378482,0.391,0.378368,99.96993786743401,0.012518,3902400000,1000000000,3.9,1000000000.0,1,2014-05-06,12.8,2014-04-04
GB00B7P4Z226,0.36,0.396361,0.415,0.39597,99.90127878522699,0.018639,2776050000,1000000000,2.78,999988200.0,3,2014-07-07,18.93,2014-04-04
GB00BDNHF692,0.385,0.421974,0.4370000000000001,0.421088,99.79003283628799,0.015026,2488200000,1000000000,2.49,1000000000.0,6,2014-10-06,39.6,2014-04-04
GB00B7P46308,0.341,0.35564700000000005,0.368,0.35555,99.972724931734,0.012353,1747900000,500000000,3.5,500000000.0,1,2014-05-12,16.83333,2014-04-11
GB00B7P51Y93,0.35,0.376578,0.39,0.376225,99.90620149433701,0.013422,2929550000,500000000,5.86,499990250.0,3,2014-07-14,58.95,2014-04-11
GB00BDNHJ900,0.39,0.416045,0.426,0.415184,99.792976899412,0.009955,2824300000,1000000000,2.82,999990000.0,6,2014-10-13,24.46,2014-04-11
GB00B7P34C26,0.33,0.334562,0.34700000000000003,0.33447899999999997,99.975257701411,0.012438,2852500000,500000000,5.71,500000000.0,1,2014-05-19,12.39669,2014-04-18
GB00B7P40S38,0.35,0.35949000000000003,0.37,0.359172,99.911437133475,0.01051,3651950000,500000000,7.3,499995680.0,3,2014-07-21,72.51,2014-04-18
GB00B7P5B836,0.39,0.41485900000000003,0.425,0.414007,99.794697757218,0.010141,2915400000,1000000000,2.92,999994200.0,6,2014-10-20,96.41,2014-04-18
