ISIN Code,Lowest Accepted Yield,Average Yield,Highest Accepted Yield,Average Rate of Discount (%),Average Price per £100 Nominal (£),Tail (In Yield Terms),Amount Tendered For (£),Amount On Offer (£),Bid to Cover Ratio,Amount Allocated (£),Maturity (Months),Maturity Date,Highest Yield % Filled,Date
GB00BXRH7697,0.06,0.092833,0.11699999999999999,0.092812,99.97686068976299,0.024167,3757800000,1000000000,3.76,1000000000.0,3,2017-09-25,34.2,2017-06-23
GB00BXRG2491,0.02,0.036755,0.05,0.036754,99.997180517854,0.013244999999999998,3044550000,500000000,6.09,500000000.0,1,2017-07-24,42.75,2017-06-23
GB00BXRG5734,0.01,0.071381,0.136,0.071377,99.994524497089,0.06461900000000001,2289350000,500000000,4.58,500000000.0,1,2017-07-31,87.3,2017-06-30
GB00BDXD0D93,0.17,0.210764,0.244,0.210542,99.894440827327,0.033236,3846700000,1000000000,3.85,1000000000.0,6,2018-01-02,66.0,2017-06-30
GB00BXRH9S56,0.06,0.126195,0.159,0.12615500000000002,99.968547580591,0.032805,3863700000,1000000000,3.86,1000000000.0,3,2017-10-02,82.8,2017-06-30
GB00BXRHDL64,0.1,0.140621,0.166,0.140572,99.96495335273501,0.025379,3044200000,1000000000,3.04,1000000000.0,3,2017-10-09,56.2,2017-07-07
GB00BXRG8H45,0.08,0.114041,0.14300000000000002,0.114031,99.991252414585,0.028959,2336000000,500000000,4.67,499993050.0,1,2017-08-07,98.63,2017-07-07
GB00BDXD3Z29,0.17,0.245463,0.265,0.24516300000000002,99.877754373524,0.019537,5429850000,2000000000,2.71,1999974000.0,6,2018-01-08,52.04,2017-07-07
GB00BXRGDH95,0.09,0.107412,0.126,0.107403,99.991760854234,0.018588,2720000000,500000000,5.44,500000000.0,1,2017-08-14,1.33333,2017-07-14
GB00BDXBWL55,0.2,0.248867,0.26,0.248559,99.876061212546,0.011133,6412900000,2000000000,3.21,1999971675.0,6,2018-01-15,42.19,2017-07-14
GB00BXRG1X18,0.105,0.138711,0.15,0.138663,99.96542921306101,0.011289,3436350000,1000000000,3.44,999984400.0,3,2017-10-16,62.08,2017-07-14
GB00BDXDBT27,0.19899999999999998,0.2427300000000001,0.25,0.242437,99.87911381840901,0.007269999999999999,8245100000,2500000000,3.3,2499978300.0,6,2018-01-22,92.29,2017-07-21
GB00BDXBVY10,0.115,0.149981,0.175,0.149925,99.962621453495,0.025019,3033450000,1500000000,2.02,1500000000.0,3,2017-10-23,54.6,2017-07-21
GB00BXRF6T94,0.08,0.11548299999999999,0.151,0.115473,99.991141814881,0.035517,1841200000,500000000,3.68,500000000.0,1,2017-08-21,14.1,2017-07-21
GB00BDXBZQ16,0.11,0.127896,0.142,0.127855,99.968123764184,0.014103999999999997,2768050000,500000000,5.54,500000000.0,3,2017-10-30,23.7,2017-07-28
GB00BXRGQ369,0.07,0.103448,0.132,0.103439,99.991781519326,0.028552,2191600000,500000000,4.38,500000000.0,1,2017-08-29,44.2,2017-07-28
GB00BDXDG979,0.2,0.219314,0.228,0.219074,99.890762888096,0.008686000000000001,6628100000,1000000000,6.63,999965450.0,6,2018-01-29,74.67,2017-07-28
GB00BXRGTQ05,0.09,0.10975,0.127,0.109741,99.99158153068399,0.01725,2057100000,500000000,4.11,500000000.0,1,2017-09-04,49.0,2017-08-04
GB00BDXDK179,0.179,0.179,0.179,0.17884,99.91082479862301,0.0,8222150000,1500000000,5.48,1500000000.0,6,2018-02-05,100.0,2017-08-04
GB00BDXC3T37,0.11,0.14047,0.15,0.140421,99.964990972941,0.00953,2956000000,1000000000,2.96,999982050.0,3,2017-11-06,92.17,2017-08-04
GB00BDXDN637,0.15,0.185705,0.2,0.185533,99.90748755518601,0.014294999999999997,6993250000,2000000000,3.5,1999963450.0,6,2018-02-12,31.69,2017-08-11
GB00BDXC6X87,0.12,0.154543,0.168,0.15448299999999998,99.96148494118299,0.013456999999999998,3572650000,1500000000,2.38,1499985000.0,3,2017-11-13,87.9,2017-08-11
GB00BXRGZ733,0.09,0.148473,0.19399999999999998,0.148456,99.98861158751801,0.045527,3078050000,1500000000,2.05,1500000000.0,1,2017-09-11,43.9,2017-08-11
GB00BDXCCV80,0.145,0.182175,0.19399999999999998,0.18201,99.909244495231,0.011825,8149950000,2000000000,4.07,1999985010.0,6,2018-02-19,38.51,2017-08-18
GB00BXRGQ476,0.139,0.165526,0.18899999999999997,0.165458,99.95874889753,0.023474,4484150000,1500000000,2.99,1500000000.0,3,2017-11-20,35.85,2017-08-18
GB00BXRFP702,0.13,0.17896900000000002,0.198,0.17894400000000002,99.986272755864,0.019031,5049450000,2000000000,2.52,2000000000.0,1,2017-09-18,75.21,2017-08-18
GB00BDXCHB30,0.14,0.17147099999999998,0.192,0.171399,99.95773734832198,0.020529,4696100000,1500000000,3.13,1500000000.0,3,2017-11-27,62.8,2017-08-25
GB00BXRH7697,0.12,0.18543900000000002,0.204,0.185414,99.98628447593501,0.018561,4847300000,2000000000,2.42,1999988500.0,1,2017-09-25,49.5,2017-08-25
GB00BDXDXP25,0.15,0.192148,0.21,0.191965,99.904806353964,0.017852,6166450000,2000000000,3.08,1999962000.0,6,2018-02-26,31.2,2017-08-25
GB00BDXCKL41,0.14,0.186421,0.215,0.18633400000000008,99.95354402722201,0.028579000000000007,3595250000,2000000000,1.8,1999999000.0,3,2017-12-04,68.63636,2017-09-01
GB00BDXF0R92,0.15,0.19008,0.212,0.1899,99.90531013025699,0.02192,4964800000,2000000000,2.48,1999999000.0,6,2018-03-05,69.90909,2017-09-01
GB00BXRH9S56,0.159,0.170271,0.17800000000000002,0.17024899999999998,99.986939820975,0.0077290000000000015,7114650000,2000000000,3.56,1999999000.0,1,2017-10-02,99.82291,2017-09-01
GB00BDXF2S40,0.14,0.201282,0.218,0.20108,99.899735359646,0.016718,4695900000,2000000000,2.35,2000000000.0,6,2018-03-12,44.1,2017-09-08
GB00BDXCMT66,0.17,0.194191,0.20800000000000002,0.194097,99.951608686065,0.013809,4718750000,2000000000,2.36,1999999000.0,3,2017-12-11,37.97619,2017-09-08
GB00BXRHDL64,0.128,0.162664,0.175,0.16264399999999998,99.987523222648,0.012336,5557600000,2000000000,2.78,1999999000.0,1,2017-10-09,90.25806,2017-09-08
GB00BXRG1X18,0.12,0.145404,0.152,0.14538800000000002,99.988846964589,0.006595999999999999,6171800000,1500000000,4.11,1500000000.0,1,2017-10-16,54.89632,2017-09-15
GB00BXRH7X69,0.19,0.215943,0.225,0.215827,99.946191125703,0.009056999999999999,3880500000,1000000000,3.88,1000000000.0,3,2017-12-18,53.73869000000001,2017-09-15
GB00BDXCWN03,0.16,0.290114,0.34,0.289695,99.855549378107,0.049886,4319600000,2000000000,2.16,2000000000.0,6,2018-03-19,22.6,2017-09-15
GB00BDXBVY10,0.03,0.068884,0.08800000000000001,0.06888,99.994716027164,0.019116,3072500000,500000000,6.15,500000000.0,1,2017-10-23,44.64929,2017-09-22
GB00BDXFCR34,0.27899999999999997,0.322468,0.3670000000000001,0.32195,99.839465863458,0.044532,3702700000,2000000000,1.85,1999999000.0,6,2018-03-26,1.39047,2017-09-22
GB00BDXCWQ34,0.16899999999999998,0.169011,0.18,0.16893799999999998,99.956955459591,0.010989,3596500000,1000000000,3.6,1000000000.0,3,2017-12-27,0.42034,2017-09-22
GB00BDXD0D93,0.12,0.221447,0.289,0.221323,99.944214359665,0.067553,2665150000,1000000000,2.67,1000000000.0,3,2018-01-02,59.7,2017-09-29
GB00BDXFGR14,0.25,0.353099,0.4,0.35247500000000004,99.82327965641399,0.046901,4449650000,2000000000,2.22,1999998000.0,6,2018-04-03,19.3375,2017-09-29
GB00BDXBZQ16,0.045,0.08228200000000001,0.12,0.082277,99.993688354559,0.037718,2400350000,500000000,4.8,499998000.0,1,2017-10-30,39.33823,2017-09-29
GB00BDXFJS36,0.24,0.390784,0.4270000000000001,0.390024,99.80552227338801,0.036216000000000005,4368150000,2000000000,2.18,1999999000.0,6,2018-04-09,14.625,2017-10-06
GB00BDXD3Z29,0.2,0.248185,0.26,0.2480320000000001,99.93816200276699,0.011815,4522350000,1000000000,4.52,999999000.0,3,2018-01-08,58.75621,2017-10-06
GB00BDXC3T37,0.08,0.115402,0.14,0.115392,99.99114802748,0.024598,2283950000,500000000,4.57,499998000.0,1,2017-11-06,77.57352,2017-10-06
GB00BDXBWL55,0.22,0.279289,0.313,0.27909500000000004,99.9304174948,0.033711000000000005,3680000000,2000000000,1.84,2000000000.0,3,2018-01-15,95.4,2017-10-13
GB00BDXC6X87,0.05,0.099051,0.132,0.09904299999999999,99.99240214444201,0.032949,2040750000,500000000,4.08,500000000.0,1,2017-11-13,35.5,2017-10-13
GB00BDXDC887,0.3,0.40669299999999997,0.43,0.40587,99.79762101679701,0.023307,5020100000,2000000000,2.51,1999997000.0,6,2018-04-16,90.33333,2017-10-13
GB00BDXFPT60,0.32,0.430068,0.449,0.429148,99.786014016203,0.018932,4598400000,2000000000,2.3,1999999000.0,6,2018-04-23,74.59405,2017-10-20
GB00BDXDBT27,0.27,0.332382,0.359,0.33210700000000004,99.917200772837,0.026618,3419500000,2000000000,1.71,2000000000.0,3,2018-01-22,22.14285,2017-10-20
GB00BXRGQ476,0.1,0.18821,0.22699999999999998,0.188183,99.985564056868,0.03879,1763850000,500000000,3.53,500000000.0,1,2017-11-20,22.13,2017-10-20
GB00BDXFST75,0.37,0.440373,0.457,0.439408,99.78089786227801,0.016627,5104250000,2000000000,2.55,1999999000.0,6,2018-04-30,67.56666,2017-10-27
GB00BDXCHB30,0.19,0.237286,0.32,0.23724299999999998,99.981800551159,0.082714,1850900000,500000000,3.7,500000000.0,1,2017-11-27,29.11111,2017-10-27
GB00BDXDG979,0.3,0.3573790000000001,0.41,0.357061,99.910979347512,0.052621,3756000000,2000000000,1.88,1999999000.0,3,2018-01-29,69.85074,2017-10-27
GB00BDXCKL41,0.28,0.318298,0.34,0.31822,99.975588579808,0.021702000000000003,2446600000,500000000,4.89,499998000.0,1,2017-12-04,32.38841,2017-11-03
GB00BDXDK179,0.349,0.381431,0.391,0.3810690000000001,99.90499385162799,0.009569,4648500000,1000000000,4.65,1000000000.0,3,2018-02-05,53.5,2017-11-03
GB00BDXFW518,0.4,0.4492390000000001,0.47,0.448229,99.775271271627,0.020761,4642850000,2000000000,2.32,1999998000.0,6,2018-05-08,5.6258,2017-11-03
GB00BDXCMT66,0.29,0.326829,0.35,0.32674699999999995,99.974934470685,0.023171,1631650000,500000000,3.26,499999000.0,1,2017-12-11,27.77777,2017-11-10
GB00BDXDN637,0.33899999999999997,0.364728,0.384,0.364397,99.90915042520399,0.019272,5164000000,1000000000,5.16,1000000000.0,3,2018-02-12,75.36,2017-11-10
GB00BDXFXL43,0.405,0.4537560000000001,0.47,0.452732,99.77425434758499,0.016244,4868800000,2000000000,2.43,1999999000.0,6,2018-05-14,71.04615,2017-11-10
GB00BDXCCV80,0.335,0.36006900000000003,0.37,0.359746,99.910309887979,0.009931,3978950000,1000000000,3.98,999993000.0,3,2018-02-19,58.47298000000001,2017-11-17
GB00BXRH7X69,0.33799999999999997,0.395525,0.45,0.395405,99.969667559526,0.054475,1860850000,1000000000,1.86,1000000000.0,1,2017-12-18,38.3,2017-11-17
GB00BDXDYC60,0.42,0.455301,0.467,0.45427,99.773487444207,0.011699,4731500000,2000000000,2.37,2000000000.0,6,2018-05-21,22.4,2017-11-17
GB00BDXCWQ34,0.36,0.450367,0.473,0.4502,99.962997231364,0.022633,3131850000,1000000000,3.13,1000000000.0,1,2017-12-27,84.7,2017-11-24
GB00BDXGB809,0.41,0.4500560000000001,0.46,0.449043,99.774863493111,0.009944,4908350000,2000000000,2.45,1999998000.0,6,2018-05-29,65.25641,2017-11-24
GB00BDXDXP25,0.34,0.351482,0.359,0.35117400000000004,99.91244696361099,0.007518000000000001,5382000000,1000000000,5.38,999998000.0,3,2018-02-26,46.16755,2017-11-24
GB00BDXD0D93,0.18899999999999997,0.20465,0.21899999999999997,0.204617,99.98374278038901,0.01435,4672150000,1000000000,4.67,999999000.0,1,2018-01-02,83.33333,2017-12-01
GB00BDXGGK77,0.4,0.441018,0.449,0.4400500000000001,99.780577654661,0.007982,4489350000,1500000000,2.99,1499997000.0,6,2018-06-04,52.1782,2017-12-01
GB00BDXF0R92,0.3,0.32981900000000003,0.342,0.329548,99.917838713703,0.012181,4146700000,1000000000,4.15,999999000.0,3,2018-03-05,55.1875,2017-12-01
GB00BDXGKB64,0.4,0.42778,0.44,0.426869,99.78715001752701,0.01222,4433500000,1500000000,2.96,1499996000.0,6,2018-06-11,85.39898000000002,2017-12-08
GB00BDXF2S40,0.298,0.321256,0.33,0.320999,99.919970137444,0.008744,2810650000,1000000000,2.81,999997000.0,3,2018-03-12,95.53935,2017-12-08
GB00BDXD3Z29,0.11,0.195958,0.23399999999999999,0.195929,99.984969864869,0.038042,4121100000,2000000000,2.06,2000000000.0,1,2018-01-08,42.34,2017-12-08
GB00BDXBWL55,-0.02,0.06145700000000001,0.15,0.061454,99.99528571266701,0.088543,5271000000,2000000000,2.64,1999999000.0,1,2018-01-15,23.47248,2017-12-15
GB00BDXFCV79,0.38,0.42516,0.4370000000000001,0.424261,99.788450889972,0.01184,3817200000,2000000000,1.91,2000000000.0,6,2018-06-18,14.0,2017-12-15
GB00BDXCWN03,0.27,0.291224,0.3,0.291013,99.92744614733,0.008776,3680450000,1000000000,3.68,999995000.0,3,2018-03-19,92.23728,2017-12-15
GB00BDXGST09,0.338,0.40636300000000003,0.429,0.40555,99.80000259939399,0.022637,3254850000,1500000000,2.17,1500000000.0,6,2018-06-25,59.0,2017-12-22
GB00BDXFCR34,0.21,0.273446,0.374,0.273264,99.93336855312799,0.10055399999999999,1978400000,1000000000,1.98,1000000000.0,3,2018-03-26,23.2,2017-12-22
GB00BDXDBT27,-0.16,-0.0955,-0.04,-0.095506,100.00680320253001,0.0555,3461750000,1000000000,3.46,1000000000.0,1,2018-01-22,8.33333,2017-12-22
GB00BDXFJS36,0.32,0.348828,0.369,0.348525,99.913107492031,0.020172,2553700000,500000000,5.11,499999000.0,3,2018-04-09,8.457139999999999,2018-01-05
GB00BDXDK179,0.25,0.335943,0.36,0.335856,99.974235669855,0.024057,2399300000,500000000,4.8,499998000.0,1,2018-02-05,77.53846,2018-01-05
GB00BDXGXS45,0.4,0.440485,0.46,0.43951999999999997,99.78084226018801,0.019515,5897550000,2000000000,2.95,1999996000.0,6,2018-07-09,33.13953,2018-01-05
GB00BDXFQ262,0.419,0.449524,0.46299999999999997,0.448519,99.776355077927,0.013475999999999998,5548000000,2000000000,2.77,2000000000.0,6,2018-07-16,74.0,2018-01-12
GB00BDXDC887,0.309,0.309,0.309,0.308762,99.92302094723301,0.0,3393300000,500000000,6.79,499999000.0,3,2018-04-16,77.63975,2018-01-12
GB00BDXDN637,0.25,0.30028900000000003,0.325,0.30022,99.976969436797,0.024711,2708450000,500000000,5.42,500000000.0,1,2018-02-12,3.5,2018-01-12
GB00BDXFPT60,0.26,0.290269,0.297,0.290059,99.927683898415,0.006731,3291050000,500000000,6.58,499999000.0,3,2018-04-23,50.08333,2018-01-19
GB00BDXH6H78,0.43,0.452392,0.46,0.451374,99.774931416418,0.007608,5903900000,2000000000,2.95,1999997000.0,6,2018-07-23,11.87675,2018-01-19
GB00BDXCCV80,0.2,0.279091,0.31,0.279031,99.97859486223301,0.030909,2622950000,500000000,5.25,499999000.0,1,2018-02-19,3.85714,2018-01-19
GB00BDXHB385,0.43,0.442193,0.457,0.44122,99.77999433598801,0.014806999999999999,6134650000,2000000000,3.07,1999997000.0,6,2018-07-30,0.12487,2018-01-26
GB00BDXFST75,0.23800000000000002,0.240135,0.28,0.23999099999999998,99.94016654788099,0.039865,2869050000,500000000,5.74,500000000.0,3,2018-04-30,69.8,2018-01-26
GB00BDXDXP25,0.27,0.283941,0.29,0.283879,99.97822296808201,0.006059,2711500000,500000000,5.42,499996000.0,1,2018-02-26,90.86486,2018-01-26
GB00BDXHDW18,0.42,0.441397,0.449,0.440428,99.780389502616,0.007602999999999999,6822200000,2000000000,3.41,1999998000.0,6,2018-08-06,40.21621,2018-02-02
GB00BDXFW518,0.26,0.27014900000000003,0.278,0.269965,99.93195398344801,0.007851000000000002,2424050000,500000000,4.85,500000000.0,3,2018-05-08,8.6,2018-02-02
GB00BDXF0R92,0.24,0.271557,0.28,0.2715,99.97917256886,0.008443,2543450000,500000000,5.09,499998000.0,1,2018-03-05,85.41284,2018-02-02
GB00BDXHGG64,0.4,0.456907,0.47100000000000003,0.4558680000000001,99.772690274293,0.014093,7215100000,2000000000,3.61,1999999000.0,6,2018-08-13,48.8778,2018-02-09
GB00BDXFXL43,0.25,0.259807,0.268,0.259639,99.935268129292,0.008193,2964350000,500000000,5.93,500000000.0,3,2018-05-14,65.15,2018-02-09
GB00BDXF2S40,0.2,0.247073,0.264,0.247026,99.981050046483,0.016927,2180850000,500000000,4.36,500000000.0,1,2018-03-12,3.8,2018-02-09
GB00BDXCWN03,0.21899999999999997,0.236532,0.25,0.236489,99.981858371237,0.013468,1911900000,500000000,3.82,499998000.0,1,2018-03-19,42.33128,2018-02-16
GB00BDXDYC60,0.25,0.271877,0.28,0.271693,99.932262881397,0.008123,1812900000,500000000,3.63,500000000.0,3,2018-05-21,86.0,2018-02-16
GB00BDXGBJ18,0.41,0.4648350000000001,0.48200000000000004,0.4637600000000001,99.76875524108699,0.017165,7263100000,2000000000,3.63,2000000000.0,6,2018-08-20,46.4,2018-02-16
GB00BDXHQZ51,0.45,0.484212,0.49,0.4830390000000001,99.75781863789801,0.005788000000000001,5712250000,2000000000,2.86,1999996000.0,6,2018-08-28,82.14285,2018-02-23
GB00BDXGB809,0.248,0.248,0.248,0.247845,99.937529461036,0.0,2945500000,500000000,5.89,500000000.0,3,2018-05-29,100.0,2018-02-23
GB00BDXFCR34,0.22,0.253342,0.29,0.253293,99.98056932145201,0.036657999999999996,1982950000,500000000,3.97,499999000.0,1,2018-03-26,16.933329999999998,2018-02-23
GB00BDXHVD84,0.449,0.492275,0.508,0.49107,99.75513789555201,0.015725,5352700000,2000000000,2.68,1999999000.0,6,2018-09-03,44.17821,2018-03-02
GB00BDXGGK77,0.23800000000000002,0.257743,0.315,0.257577,99.93578205225,0.05725700000000001,3889450000,2000000000,1.94,1999999000.0,3,2018-06-04,83.66751,2018-03-02
GB00BDXFGR14,0.12,0.252349,0.34,0.252298,99.97995437250201,0.08765099999999999,3432050000,2000000000,1.72,2000000000.0,1,2018-04-03,45.5,2018-03-02
GB00BDXHY403,0.46,0.49603,0.509,0.494806,99.75327473234199,0.012969999999999995,6621700000,2000000000,3.31,1999999000.0,6,2018-09-10,15.84761,2018-03-09
GB00BDXGKB64,0.24,0.333714,0.38,0.333437,99.916869235969,0.046286,2702750000,1000000000,2.7,999999000.0,3,2018-06-11,40.24906,2018-03-09
GB00BDXFJS36,0.23,0.287637,0.341,0.287574,99.97793956359301,0.053363,3879700000,2000000000,1.94,2000000000.0,1,2018-04-09,53.6,2018-03-09
GB00BDXGT082,0.46,0.499915,0.509,0.498672,99.751347138732,0.009085,6211550000,2000000000,3.11,1999999000.0,6,2018-09-17,89.9361,2018-03-16
GB00BDXFCV79,0.27,0.34275100000000003,0.38,0.34245800000000004,99.914619970746,0.037249,2706900000,1000000000,2.71,1000000000.0,3,2018-06-18,66.12,2018-03-16
GB00BDXDC887,0.15,0.22892600000000002,0.278,0.228886,99.982441636928,0.049074,2092700000,500000000,4.19,500000000.0,1,2018-04-16,19.72157,2018-03-16
GB00BDXJ5L04,0.47,0.522912,0.5379999999999999,0.521552,99.739938401594,0.015087999999999999,5118850000,2000000000,2.56,2000000000.0,6,2018-09-24,29.07,2018-03-23
GB00BDXGST09,0.28,0.380906,0.45799999999999996,0.38054499999999997,99.90512449362,0.07709400000000001,1734000000,1000000000,1.73,1000000000.0,3,2018-06-25,34.0,2018-03-23
GB00BDXFPT60,0.09,0.215514,0.317,0.2154780000000001,99.983470151989,0.101486,1748000000,500000000,3.5,500000000.0,1,2018-04-23,5.0,2018-03-23
GB00BDXFST75,0.198,0.228499,0.3,0.22846,99.983100190765,0.071501,1263550000,500000000,2.53,499998000.0,1,2018-04-30,65.2985,2018-03-30
GB00BDXJ9F24,0.36,0.504714,0.6970000000000001,0.5040870000000001,99.87570465819,0.192286,1146150000,1000000000,1.15,1000000000.0,3,2018-07-02,41.54,2018-03-30
GB00BDXJ9B85,0.5,0.573766,0.8270000000000001,0.572138,99.71628219072599,0.253234,2206450000,2000000000,1.1,2000000000.0,6,2018-10-01,17.42,2018-03-30
GB00BDXGXS45,0.43,0.506423,0.574,0.505784,99.87390032711001,0.067577,3131500000,1000000000,3.13,1000000000.0,3,2018-07-09,91.6,2018-04-06
GB00BDXJCR55,0.55,0.597558,0.64,0.595783,99.702924739319,0.042442,5804250000,2000000000,2.9,2000000000.0,6,2018-10-08,46.9,2018-04-06
GB00BDXFW518,0.26,0.339544,0.489,0.339452,99.97302980738199,0.149456,1634900000,500000000,3.27,500000000.0,1,2018-05-08,64.4,2018-04-06
GB00BDXH6S83,0.57,0.630185,0.67,0.628211,99.686755074251,0.039815,3416200000,1500000000,2.28,1499999000.0,6,2018-10-15,70.8125,2018-04-13
GB00BDXFQ262,0.46,0.5815779999999999,0.68,0.5807359999999999,99.85521377556,0.098422,1854650000,1000000000,1.85,1000000000.0,3,2018-07-16,0.7,2018-04-13
GB00BDXFXL43,0.38,0.442251,0.469,0.442101,99.96608540179301,0.026749000000000002,2136900000,500000000,4.27,500000000.0,1,2018-05-14,23.5,2018-04-13
GB00BDXJLV25,0.57,0.623077,0.66,0.621147,99.690277292039,0.036923,3239050000,1500000000,2.16,1499998000.0,6,2018-10-22,16.44351,2018-04-20
GB00BDXH6H78,0.48,0.5103270000000001,0.539,0.509679,99.87292946369499,0.028673,3314900000,500000000,6.63,500000000.0,3,2018-07-23,26.0,2018-04-20
GB00BDXDYC60,0.4,0.443921,0.46399999999999997,0.44377,99.965957379249,0.020079,2222150000,500000000,4.44,499999000.0,1,2018-05-21,1.38613,2018-04-20
GB00BDXJPR68,0.565,0.5983959999999999,0.62,0.596616,99.70250936797702,0.021604,3954550000,1500000000,2.64,1499997000.0,6,2018-10-29,18.57783,2018-04-27
GB00BDXHB385,0.418,0.418,0.418,0.417565,99.89589479325599,0.0,2225800000,500000000,4.45,500000000.0,3,2018-07-30,100.0,2018-04-27
GB00BDXGB809,0.32,0.416883,0.449,0.416745,99.966888756218,0.032117,1450650000,500000000,2.9,500000000.0,1,2018-05-29,1.0,2018-04-27
GB00BDXJSC21,0.535,0.577724,0.595,0.576074,99.71433061612998,0.017276,5291450000,1500000000,3.53,1499999000.0,6,2018-11-05,49.98823,2018-05-04
GB00BDXHDW18,0.365,0.385499,0.409,0.385133,99.90503571992201,0.023500999999999998,2361000000,500000000,4.72,500000000.0,3,2018-08-06,36.6,2018-05-04
GB00BDXGGK77,0.32,0.360716,0.379,0.36062,99.973324016611,0.018284,2794050000,500000000,5.59,500000000.0,1,2018-06-04,32.5,2018-05-04
GB00BDXHGG64,0.32,0.373063,0.385,0.372716,99.90707620124,0.011937,1890250000,500000000,3.78,499999000.0,3,2018-08-13,83.52631,2018-05-11
GB00BDXGKB64,0.3,0.351674,0.36200000000000004,0.351579,99.973029544511,0.010326,2040150000,500000000,4.08,500000000.0,1,2018-06-11,90.9,2018-05-11
GB00BDXJWK82,0.502,0.529338,0.54,0.527945,99.736750950302,0.010662,5724950000,1500000000,3.82,1499996000.0,6,2018-11-12,76.74627,2018-05-11
GB00BDXFCV79,0.33399999999999996,0.35434800000000005,0.373,0.354252,99.97282452679801,0.018652,1613850000,500000000,3.23,500000000.0,1,2018-06-18,98.25,2018-05-18
GB00BDXHRK73,0.5,0.531768,0.542,0.530362,99.735545664665,0.010232000000000002,4675800000,1500000000,3.12,1499996000.0,6,2018-11-19,54.85148,2018-05-18
GB00BDXGBJ18,0.31,0.38345,0.428,0.383084,99.90449144303699,0.04455,2258350000,1000000000,2.26,1000000000.0,3,2018-08-20,43.65,2018-05-18
GB00BDXK6M18,0.505,0.5311020000000001,0.54,0.5297069999999999,99.737323418041,0.008898,4103900000,1500000000,2.74,1499996000.0,6,2018-11-26,29.30214,2018-05-25
GB00BDXHQZ51,0.38,0.427814,0.499,0.427358,99.893453166648,0.071186,1950050000,1000000000,1.95,999999000.0,3,2018-08-28,31.93333,2018-05-25
GB00BDXGST09,0.309,0.32413800000000004,0.36,0.32406,99.97602841624001,0.035862,1908300000,500000000,3.82,499999000.0,1,2018-06-25,46.1794,2018-05-25
GB00BDXKB603,0.5,0.545691,0.56,0.5442100000000001,99.728640385941,0.014309,4898800000,2000000000,2.45,1999996000.0,6,2018-12-03,4.81927,2018-06-01
GB00BDXHVD84,0.375,0.43695,0.484,0.436475,99.891180327036,0.04705,3881900000,1500000000,2.59,1499999000.0,3,2018-09-03,15.028570000000002,2018-06-01
GB00BDXJ9F24,0.29,0.318484,0.324,0.31840599999999997,99.975574318282,0.005516,2066750000,500000000,4.13,500000000.0,1,2018-07-02,51.72642000000001,2018-06-01
GB00BDXKF570,0.53,0.556424,0.568,0.5548839999999999,99.723317878582,0.011576,3641300000,1500000000,2.43,1500000000.0,6,2018-12-10,51.12,2018-06-08
GB00BDXHY403,0.43,0.4676590000000001,0.48100000000000004,0.467114,99.88354134869101,0.013341,3230350000,1000000000,3.23,1000000000.0,3,2018-09-10,52.56666,2018-06-08
GB00BDXGXS45,0.28,0.367689,0.4270000000000001,0.367585,99.971801674247,0.059311,4054650000,1500000000,2.7,1499999000.0,1,2018-07-09,74.04207,2018-06-08
GB00BDXJ5K96,0.53,0.5718270000000001,0.589,0.5702010000000001,99.71568050533199,0.017172999999999997,3673500000,2000000000,1.84,1999999000.0,6,2018-12-17,19.16666,2018-06-15
GB00BDXGT082,0.44,0.47121999999999997,0.495,0.470667,99.882655612248,0.023780000000000003,2840850000,1000000000,2.84,1000000000.0,3,2018-09-17,51.25,2018-06-15
GB00BDXFQ262,0.35,0.375576,0.408,0.37546799999999997,99.971196988936,0.032424,3500300000,1000000000,3.5,1000000000.0,1,2018-07-16,69.33333,2018-06-15
GB00BDXKPH91,0.515,0.5859880000000001,0.6,0.584281,99.70865999337299,0.014012,4691100000,1500000000,3.13,1499998000.0,6,2018-12-24,34.16149,2018-06-22
GB00BDXJ5L04,0.46,0.545679,0.63,0.544938,99.86413883641501,0.08432100000000001,2382550000,1500000000,1.59,1500000000.0,3,2018-09-24,22.98,2018-06-22
GB00BDXH6H78,0.36,0.377494,0.405,0.377385,99.971049939652,0.027506,2090050000,1000000000,2.09,1000000000.0,1,2018-07-23,8.6,2018-06-22
GB00BDXJ9B85,0.53,0.5871350000000001,0.61,0.5862769999999999,99.85383235979499,0.022865000000000003,4727200000,1500000000,3.15,1499999000.0,3,2018-10-01,64.53333,2018-06-29
GB00BDXKT886,0.58,0.631472,0.687,0.62949,99.686117355464,0.055528,3181500000,1000000000,3.18,1000000000.0,6,2018-12-31,74.4,2018-06-29
GB00BDXHB385,0.39,0.505058,0.647,0.5048619999999999,99.96127082995599,0.141942,2107000000,1500000000,1.4,1500000000.0,1,2018-07-30,19.06666,2018-06-29
GB00BDXKX201,0.58,0.6576069999999999,0.698,0.655458,99.673169019015,0.040393,4749050000,2000000000,2.37,2000000000.0,6,2019-01-07,47.55,2018-07-06
GB00BDXJCR55,0.52,0.605051,0.628,0.60414,99.84937887794399,0.022949,4142250000,1500000000,2.76,1499999000.0,3,2018-10-08,67.78333,2018-07-06
GB00BDXHDW18,0.496,0.5401830000000001,0.57,0.539959,99.95857846865201,0.029817000000000007,4365200000,1500000000,2.91,1500000000.0,1,2018-08-06,1.9,2018-07-06
